spN	primary_lifestyle	species
Agaricales_sp190	unknown	Agaricales_sp190
Agaricales_sp191	unknown	Agaricales_sp191
Agaricales_sp192	unknown	Agaricales_sp192
Agaricales_sp193	unknown	Agaricales_sp193
Agaricales_sp194	unknown	Agaricales_sp194
Agaricales_sp195	unknown	Agaricales_sp195
Agaricales_sp196	unknown	Agaricales_sp196
Agaricales_sp197	unknown	Agaricales_sp197
Agaricales_sp198	unknown	Agaricales_sp198
Agaricales_sp199	unknown	Agaricales_sp199
Agaricales_sp2	unknown	Agaricales_sp2
Agaricales_sp20	unknown	Agaricales_sp20
Agaricales_sp200	unknown	Agaricales_sp200
Agaricales_sp201	unknown	Agaricales_sp201
Agaricales_sp202	unknown	Agaricales_sp202
Agaricales_sp203	unknown	Agaricales_sp203
Agaricales_sp204	unknown	Agaricales_sp204
Agaricales_sp205	unknown	Agaricales_sp205
Agaricales_sp206	unknown	Agaricales_sp206
Agaricales_sp207	unknown	Agaricales_sp207
Agaricales_sp208	unknown	Agaricales_sp208
Agaricales_sp209	unknown	Agaricales_sp209
Agaricales_sp21	unknown	Agaricales_sp21
Agaricales_sp210	unknown	Agaricales_sp210
Agaricales_sp211	unknown	Agaricales_sp211
Agaricales_sp212	unknown	Agaricales_sp212
Agaricales_sp214	unknown	Agaricales_sp214
Agaricales_sp215	unknown	Agaricales_sp215
Agaricales_sp216	unknown	Agaricales_sp216
Agaricales_sp217	unknown	Agaricales_sp217
Agaricales_sp218	unknown	Agaricales_sp218
Agaricales_sp219	unknown	Agaricales_sp219
Agaricales_sp22	unknown	Agaricales_sp22
Agaricales_sp220	unknown	Agaricales_sp220
Agaricales_sp221	unknown	Agaricales_sp221
Agaricales_sp222	unknown	Agaricales_sp222
Agaricales_sp223	unknown	Agaricales_sp223
Agaricales_sp224	unknown	Agaricales_sp224
Agaricales_sp225	unknown	Agaricales_sp225
Agaricales_sp226	unknown	Agaricales_sp226
Agaricales_sp227	unknown	Agaricales_sp227
Agaricales_sp228	unknown	Agaricales_sp228
Agaricales_sp23	unknown	Agaricales_sp23
Agaricales_sp231	unknown	Agaricales_sp231
Agaricales_sp232	unknown	Agaricales_sp232
Agaricales_sp233	unknown	Agaricales_sp233
Agaricales_sp234	unknown	Agaricales_sp234
Agaricales_sp235	unknown	Agaricales_sp235
Agaricales_sp236	unknown	Agaricales_sp236
Agaricales_sp238	unknown	Agaricales_sp238
Agaricales_sp239	unknown	Agaricales_sp239
Agaricales_sp24	unknown	Agaricales_sp24
Agaricales_sp240	unknown	Agaricales_sp240
Agaricales_sp241	unknown	Agaricales_sp241
Agaricales_sp242	unknown	Agaricales_sp242
Agaricales_sp243	unknown	Agaricales_sp243
Agaricales_sp244	unknown	Agaricales_sp244
Agaricales_sp245	unknown	Agaricales_sp245
Agaricales_sp246	unknown	Agaricales_sp246
Agaricales_sp247	unknown	Agaricales_sp247
Agaricales_sp248	unknown	Agaricales_sp248
Agaricales_sp249	unknown	Agaricales_sp249
Agaricales_sp25	unknown	Agaricales_sp25
Agaricales_sp250	unknown	Agaricales_sp250
Agaricales_sp251	unknown	Agaricales_sp251
Agaricales_sp252	unknown	Agaricales_sp252
Agaricales_sp253	unknown	Agaricales_sp253
Agaricales_sp254	unknown	Agaricales_sp254
Agaricales_sp255	unknown	Agaricales_sp255
Agaricales_sp256	unknown	Agaricales_sp256
Agaricales_sp257	unknown	Agaricales_sp257
Agaricales_sp258	unknown	Agaricales_sp258
Agaricales_sp26	unknown	Agaricales_sp26
Agaricales_sp260	unknown	Agaricales_sp260
Agaricales_sp261	unknown	Agaricales_sp261
Agaricales_sp262	unknown	Agaricales_sp262
Agaricales_sp263	unknown	Agaricales_sp263
Agaricales_sp265	unknown	Agaricales_sp265
Agaricales_sp266	unknown	Agaricales_sp266
Agaricales_sp267	unknown	Agaricales_sp267
Agaricales_sp268	unknown	Agaricales_sp268
Agaricales_sp269	unknown	Agaricales_sp269
Agaricales_sp27	unknown	Agaricales_sp27
Agaricales_sp270	unknown	Agaricales_sp270
Agaricales_sp271	unknown	Agaricales_sp271
Agaricales_sp272	unknown	Agaricales_sp272
Agaricales_sp273	unknown	Agaricales_sp273
Agaricales_sp274	unknown	Agaricales_sp274
Agaricales_sp275	unknown	Agaricales_sp275
Agaricales_sp276	unknown	Agaricales_sp276
Agaricales_sp277	unknown	Agaricales_sp277
Agaricales_sp278	unknown	Agaricales_sp278
Agaricales_sp279	unknown	Agaricales_sp279
Agaricales_sp28	unknown	Agaricales_sp28
Agaricales_sp280	unknown	Agaricales_sp280
Agaricales_sp281	unknown	Agaricales_sp281
Agaricales_sp283	unknown	Agaricales_sp283
Agaricales_sp284	unknown	Agaricales_sp284
Agaricales_sp285	unknown	Agaricales_sp285
Agaricales_sp286	unknown	Agaricales_sp286
Agaricales_sp287	unknown	Agaricales_sp287
Agaricales_sp288	unknown	Agaricales_sp288
Agaricales_sp289	unknown	Agaricales_sp289
Agaricales_sp29	unknown	Agaricales_sp29
Agaricales_sp290	unknown	Agaricales_sp290
Agaricales_sp291	unknown	Agaricales_sp291
Agaricales_sp292	unknown	Agaricales_sp292
Agaricales_sp293	unknown	Agaricales_sp293
Agaricales_sp296	unknown	Agaricales_sp296
Agaricales_sp297	unknown	Agaricales_sp297
Agaricales_sp298	unknown	Agaricales_sp298
Agaricales_sp299	unknown	Agaricales_sp299
Agaricales_sp3	unknown	Agaricales_sp3
Agaricales_sp30	unknown	Agaricales_sp30
Agaricales_sp300	unknown	Agaricales_sp300
Agaricales_sp301	unknown	Agaricales_sp301
Agaricales_sp302	unknown	Agaricales_sp302
Agaricales_sp303	unknown	Agaricales_sp303
Agaricales_sp304	unknown	Agaricales_sp304
Agaricales_sp305	unknown	Agaricales_sp305
Agaricales_sp306	unknown	Agaricales_sp306
Agaricales_sp307	unknown	Agaricales_sp307
Agaricales_sp308	unknown	Agaricales_sp308
Agaricales_sp309	unknown	Agaricales_sp309
Agaricales_sp31	unknown	Agaricales_sp31
Agaricales_sp310	unknown	Agaricales_sp310
Agaricales_sp311	unknown	Agaricales_sp311
Agaricales_sp312	unknown	Agaricales_sp312
Agaricales_sp313	unknown	Agaricales_sp313
Agaricales_sp314	unknown	Agaricales_sp314
Agaricales_sp315	unknown	Agaricales_sp315
Agaricales_sp316	unknown	Agaricales_sp316
Agaricales_sp317	unknown	Agaricales_sp317
Agaricales_sp318	unknown	Agaricales_sp318
Agaricales_sp319	unknown	Agaricales_sp319
Agaricales_sp32	unknown	Agaricales_sp32
Agaricales_sp320	unknown	Agaricales_sp320
Agaricales_sp322	unknown	Agaricales_sp322
Agaricales_sp323	unknown	Agaricales_sp323
Agaricales_sp324	unknown	Agaricales_sp324
Agaricales_sp325	unknown	Agaricales_sp325
Agaricales_sp326	unknown	Agaricales_sp326
Agaricales_sp327	unknown	Agaricales_sp327
Agaricales_sp328	unknown	Agaricales_sp328
Agaricales_sp329	unknown	Agaricales_sp329
Agaricales_sp33	unknown	Agaricales_sp33
Agaricales_sp330	unknown	Agaricales_sp330
Agaricales_sp331	unknown	Agaricales_sp331
Agaricales_sp332	unknown	Agaricales_sp332
Agaricales_sp333	unknown	Agaricales_sp333
Agaricales_sp334	unknown	Agaricales_sp334
Agaricales_sp336	unknown	Agaricales_sp336
Agaricales_sp337	unknown	Agaricales_sp337
Agaricales_sp338	unknown	Agaricales_sp338
Agaricales_sp339	unknown	Agaricales_sp339
Agaricales_sp34	unknown	Agaricales_sp34
Agaricales_sp340	unknown	Agaricales_sp340
Agaricales_sp341	unknown	Agaricales_sp341
Agaricales_sp342	unknown	Agaricales_sp342
Agaricales_sp343	unknown	Agaricales_sp343
Agaricales_sp344	unknown	Agaricales_sp344
Agaricales_sp345	unknown	Agaricales_sp345
Agaricales_sp346	unknown	Agaricales_sp346
Agaricales_sp347	unknown	Agaricales_sp347
Agaricales_sp348	unknown	Agaricales_sp348
Agaricales_sp35	unknown	Agaricales_sp35
Agaricales_sp36	unknown	Agaricales_sp36
Agaricales_sp37	unknown	Agaricales_sp37
Agaricales_sp38	unknown	Agaricales_sp38
Agaricales_sp39	unknown	Agaricales_sp39
Agaricales_sp4	unknown	Agaricales_sp4
Agaricales_sp40	unknown	Agaricales_sp40
Agaricales_sp41	unknown	Agaricales_sp41
Agaricales_sp42	unknown	Agaricales_sp42
Agaricales_sp43	unknown	Agaricales_sp43
Agaricales_sp44	unknown	Agaricales_sp44
Agaricales_sp45	unknown	Agaricales_sp45
Agaricales_sp46	unknown	Agaricales_sp46
Agaricales_sp47	unknown	Agaricales_sp47
Agaricales_sp48	unknown	Agaricales_sp48
Agaricales_sp49	unknown	Agaricales_sp49
Agaricales_sp5	unknown	Agaricales_sp5
Agaricales_sp51	unknown	Agaricales_sp51
Agaricales_sp52	unknown	Agaricales_sp52
Agaricales_sp53	unknown	Agaricales_sp53
Agaricales_sp54	unknown	Agaricales_sp54
Agaricales_sp55	unknown	Agaricales_sp55
Agaricales_sp56	unknown	Agaricales_sp56
Agaricales_sp57	unknown	Agaricales_sp57
Agaricales_sp59	unknown	Agaricales_sp59
Agaricales_sp6	unknown	Agaricales_sp6
Agaricales_sp60	unknown	Agaricales_sp60
Agaricales_sp61	unknown	Agaricales_sp61
Agaricales_sp62	unknown	Agaricales_sp62
Agaricales_sp63	unknown	Agaricales_sp63
Agaricales_sp64	unknown	Agaricales_sp64
Agaricales_sp65	unknown	Agaricales_sp65
Agaricales_sp66	unknown	Agaricales_sp66
Agaricales_sp67	unknown	Agaricales_sp67
Agaricales_sp68	unknown	Agaricales_sp68
Agaricales_sp69	unknown	Agaricales_sp69
Agaricales_sp7	unknown	Agaricales_sp7
Agaricales_sp70	unknown	Agaricales_sp70
Agaricales_sp71	unknown	Agaricales_sp71
Agaricales_sp72	unknown	Agaricales_sp72
Agaricales_sp73	unknown	Agaricales_sp73
Agaricales_sp74	unknown	Agaricales_sp74
Agaricales_sp75	unknown	Agaricales_sp75
Agaricales_sp76	unknown	Agaricales_sp76
Agaricales_sp77	unknown	Agaricales_sp77
Agaricales_sp78	unknown	Agaricales_sp78
Agaricales_sp79	unknown	Agaricales_sp79
Agaricales_sp8	unknown	Agaricales_sp8
Agaricales_sp80	unknown	Agaricales_sp80
Agaricales_sp81	unknown	Agaricales_sp81
Agaricales_sp82	unknown	Agaricales_sp82
Agaricales_sp83	unknown	Agaricales_sp83
Agaricales_sp84	unknown	Agaricales_sp84
Agaricales_sp85	unknown	Agaricales_sp85
Agaricales_sp86	unknown	Agaricales_sp86
Agaricales_sp87	unknown	Agaricales_sp87
Agaricales_sp88	unknown	Agaricales_sp88
Agaricales_sp89	unknown	Agaricales_sp89
Agaricales_sp9	unknown	Agaricales_sp9
Agaricales_sp90	unknown	Agaricales_sp90
Agaricales_sp91	unknown	Agaricales_sp91
Agaricales_sp92	unknown	Agaricales_sp92
Agaricales_sp93	unknown	Agaricales_sp93
Agaricales_sp94	unknown	Agaricales_sp94
Agaricales_sp95	unknown	Agaricales_sp95
Agaricales_sp96	unknown	Agaricales_sp96
Agaricales_sp97	unknown	Agaricales_sp97
Agaricales_sp98	unknown	Agaricales_sp98
Agaricales_sp99	unknown	Agaricales_sp99
Agaricomycetes_GS28_sp1	unknown	Agaricomycetes_GS28_sp1
Agaricomycetes_GS28_sp2	unknown	Agaricomycetes_GS28_sp2
Agaricomycetes_GS28_sp3	unknown	Agaricomycetes_GS28_sp3
Agaricomycetes_sp1	unknown	Agaricomycetes_sp1
Agaricomycetes_sp100	unknown	Agaricomycetes_sp100
Agaricomycetes_sp101	unknown	Agaricomycetes_sp101
Agaricomycetes_sp102	unknown	Agaricomycetes_sp102
Agaricomycetes_sp103	unknown	Agaricomycetes_sp103
Agaricomycetes_sp104	unknown	Agaricomycetes_sp104
Agaricomycetes_sp105	unknown	Agaricomycetes_sp105
Agaricomycetes_sp106	unknown	Agaricomycetes_sp106
Agaricomycetes_sp107	unknown	Agaricomycetes_sp107
Agaricomycetes_sp108	unknown	Agaricomycetes_sp108
Agaricomycetes_sp109	unknown	Agaricomycetes_sp109
Agaricomycetes_sp11	unknown	Agaricomycetes_sp11
Agaricomycetes_sp110	unknown	Agaricomycetes_sp110
Agaricomycetes_sp111	unknown	Agaricomycetes_sp111
Agaricomycetes_sp112	unknown	Agaricomycetes_sp112
Agaricomycetes_sp113	unknown	Agaricomycetes_sp113
Agaricomycetes_sp114	unknown	Agaricomycetes_sp114
Agaricomycetes_sp115	unknown	Agaricomycetes_sp115
Agaricomycetes_sp116	unknown	Agaricomycetes_sp116
Agaricomycetes_sp117	unknown	Agaricomycetes_sp117
Agaricomycetes_sp118	unknown	Agaricomycetes_sp118
Agaricomycetes_sp119	unknown	Agaricomycetes_sp119
Agaricomycetes_sp12	unknown	Agaricomycetes_sp12
Agaricomycetes_sp120	unknown	Agaricomycetes_sp120
Agaricomycetes_sp121	unknown	Agaricomycetes_sp121
Agaricomycetes_sp122	unknown	Agaricomycetes_sp122
Agaricomycetes_sp123	unknown	Agaricomycetes_sp123
Agaricomycetes_sp124	unknown	Agaricomycetes_sp124
Agaricomycetes_sp125	unknown	Agaricomycetes_sp125
Agaricomycetes_sp126	unknown	Agaricomycetes_sp126
Agaricomycetes_sp127	unknown	Agaricomycetes_sp127
Agaricomycetes_sp128	unknown	Agaricomycetes_sp128
Agaricomycetes_sp129	unknown	Agaricomycetes_sp129
Agaricomycetes_sp13	unknown	Agaricomycetes_sp13
Agaricomycetes_sp130	unknown	Agaricomycetes_sp130
Agaricomycetes_sp131	unknown	Agaricomycetes_sp131
Agaricomycetes_sp132	unknown	Agaricomycetes_sp132
Agaricomycetes_sp133	unknown	Agaricomycetes_sp133
Agaricomycetes_sp134	unknown	Agaricomycetes_sp134
Agaricomycetes_sp135	unknown	Agaricomycetes_sp135
Agaricomycetes_sp136	unknown	Agaricomycetes_sp136
Agaricomycetes_sp137	unknown	Agaricomycetes_sp137
Agaricomycetes_sp138	unknown	Agaricomycetes_sp138
Agaricomycetes_sp139	unknown	Agaricomycetes_sp139
Agaricomycetes_sp14	unknown	Agaricomycetes_sp14
Agaricomycetes_sp140	unknown	Agaricomycetes_sp140
Agaricomycetes_sp141	unknown	Agaricomycetes_sp141
Agaricomycetes_sp142	unknown	Agaricomycetes_sp142
Agaricomycetes_sp143	unknown	Agaricomycetes_sp143
Agaricomycetes_sp144	unknown	Agaricomycetes_sp144
Agaricomycetes_sp145	unknown	Agaricomycetes_sp145
Agaricomycetes_sp146	unknown	Agaricomycetes_sp146
Agaricomycetes_sp148	unknown	Agaricomycetes_sp148
Agaricomycetes_sp149	unknown	Agaricomycetes_sp149
Agaricomycetes_sp15	unknown	Agaricomycetes_sp15
Agaricomycetes_sp150	unknown	Agaricomycetes_sp150
Agaricomycetes_sp151	unknown	Agaricomycetes_sp151
Agaricomycetes_sp152	unknown	Agaricomycetes_sp152
Agaricomycetes_sp155	unknown	Agaricomycetes_sp155
Agaricomycetes_sp156	unknown	Agaricomycetes_sp156
Agaricomycetes_sp157	unknown	Agaricomycetes_sp157
Agaricomycetes_sp158	unknown	Agaricomycetes_sp158
Agaricomycetes_sp159	unknown	Agaricomycetes_sp159
Agaricomycetes_sp16	unknown	Agaricomycetes_sp16
Agaricomycetes_sp160	unknown	Agaricomycetes_sp160
Agaricomycetes_sp161	unknown	Agaricomycetes_sp161
Agaricomycetes_sp162	unknown	Agaricomycetes_sp162
Agaricomycetes_sp163	unknown	Agaricomycetes_sp163
Agaricomycetes_sp165	unknown	Agaricomycetes_sp165
Agaricomycetes_sp166	unknown	Agaricomycetes_sp166
Agaricomycetes_sp167	unknown	Agaricomycetes_sp167
Agaricomycetes_sp168	unknown	Agaricomycetes_sp168
Agaricomycetes_sp169	unknown	Agaricomycetes_sp169
Agaricomycetes_sp17	unknown	Agaricomycetes_sp17
Agaricomycetes_sp170	unknown	Agaricomycetes_sp170
Agaricomycetes_sp171	unknown	Agaricomycetes_sp171
Agaricomycetes_sp173	unknown	Agaricomycetes_sp173
Agaricomycetes_sp174	unknown	Agaricomycetes_sp174
Agaricomycetes_sp175	unknown	Agaricomycetes_sp175
Agaricomycetes_sp176	unknown	Agaricomycetes_sp176
Agaricomycetes_sp177	unknown	Agaricomycetes_sp177
Agaricomycetes_sp178	unknown	Agaricomycetes_sp178
Agaricomycetes_sp179	unknown	Agaricomycetes_sp179
Agaricomycetes_sp18	unknown	Agaricomycetes_sp18
Agaricomycetes_sp180	unknown	Agaricomycetes_sp180
Agaricomycetes_sp181	unknown	Agaricomycetes_sp181
Agaricomycetes_sp182	unknown	Agaricomycetes_sp182
Agaricomycetes_sp183	unknown	Agaricomycetes_sp183
Agaricomycetes_sp184	unknown	Agaricomycetes_sp184
Agaricomycetes_sp185	unknown	Agaricomycetes_sp185
Agaricomycetes_sp187	unknown	Agaricomycetes_sp187
Agaricomycetes_sp188	unknown	Agaricomycetes_sp188
Agaricomycetes_sp189	unknown	Agaricomycetes_sp189
Agaricomycetes_sp19	unknown	Agaricomycetes_sp19
Agaricomycetes_sp190	unknown	Agaricomycetes_sp190
Agaricomycetes_sp191	unknown	Agaricomycetes_sp191
Agaricomycetes_sp192	unknown	Agaricomycetes_sp192
Agaricomycetes_sp193	unknown	Agaricomycetes_sp193
Agaricomycetes_sp194	unknown	Agaricomycetes_sp194
Agaricomycetes_sp195	unknown	Agaricomycetes_sp195
Agaricomycetes_sp196	unknown	Agaricomycetes_sp196
Agaricomycetes_sp197	unknown	Agaricomycetes_sp197
Agaricomycetes_sp198	unknown	Agaricomycetes_sp198
Agaricomycetes_sp199	unknown	Agaricomycetes_sp199
Agaricomycetes_sp2	unknown	Agaricomycetes_sp2
Agaricomycetes_sp20	unknown	Agaricomycetes_sp20
Agaricomycetes_sp200	unknown	Agaricomycetes_sp200
Agaricomycetes_sp201	unknown	Agaricomycetes_sp201
Agaricomycetes_sp202	unknown	Agaricomycetes_sp202
Agaricomycetes_sp203	unknown	Agaricomycetes_sp203
Agaricomycetes_sp204	unknown	Agaricomycetes_sp204
Agaricomycetes_sp205	unknown	Agaricomycetes_sp205
Agaricomycetes_sp206	unknown	Agaricomycetes_sp206
Agaricomycetes_sp207	unknown	Agaricomycetes_sp207
Agaricomycetes_sp208	unknown	Agaricomycetes_sp208
Agaricomycetes_sp209	unknown	Agaricomycetes_sp209
Agaricomycetes_sp21	unknown	Agaricomycetes_sp21
Agaricomycetes_sp210	unknown	Agaricomycetes_sp210
Agaricomycetes_sp211	unknown	Agaricomycetes_sp211
Agaricomycetes_sp212	unknown	Agaricomycetes_sp212
Agaricomycetes_sp213	unknown	Agaricomycetes_sp213
Agaricomycetes_sp214	unknown	Agaricomycetes_sp214
Agaricomycetes_sp215	unknown	Agaricomycetes_sp215
Agaricomycetes_sp216	unknown	Agaricomycetes_sp216
Agaricomycetes_sp218	unknown	Agaricomycetes_sp218
Agaricomycetes_sp219	unknown	Agaricomycetes_sp219
Agaricomycetes_sp221	unknown	Agaricomycetes_sp221
Agaricomycetes_sp222	unknown	Agaricomycetes_sp222
Agaricomycetes_sp223	unknown	Agaricomycetes_sp223
Agaricomycetes_sp224	unknown	Agaricomycetes_sp224
Agaricomycetes_sp225	unknown	Agaricomycetes_sp225
Agaricomycetes_sp226	unknown	Agaricomycetes_sp226
Agaricomycetes_sp227	unknown	Agaricomycetes_sp227
Agaricomycetes_sp228	unknown	Agaricomycetes_sp228
Agaricomycetes_sp229	unknown	Agaricomycetes_sp229
Agaricomycetes_sp23	unknown	Agaricomycetes_sp23
Agaricomycetes_sp230	unknown	Agaricomycetes_sp230
Agaricomycetes_sp231	unknown	Agaricomycetes_sp231
Agaricomycetes_sp232	unknown	Agaricomycetes_sp232
Agaricomycetes_sp233	unknown	Agaricomycetes_sp233
Agaricomycetes_sp234	unknown	Agaricomycetes_sp234
Agaricomycetes_sp236	unknown	Agaricomycetes_sp236
Agaricomycetes_sp237	unknown	Agaricomycetes_sp237
Agaricomycetes_sp24	unknown	Agaricomycetes_sp24
Agaricomycetes_sp240	unknown	Agaricomycetes_sp240
Agaricomycetes_sp241	unknown	Agaricomycetes_sp241
Agaricomycetes_sp242	unknown	Agaricomycetes_sp242
Agaricomycetes_sp243	unknown	Agaricomycetes_sp243
Agaricomycetes_sp244	unknown	Agaricomycetes_sp244
Agaricomycetes_sp245	unknown	Agaricomycetes_sp245
Agaricomycetes_sp246	unknown	Agaricomycetes_sp246
Agaricomycetes_sp247	unknown	Agaricomycetes_sp247
Agaricomycetes_sp248	unknown	Agaricomycetes_sp248
Agaricomycetes_sp249	unknown	Agaricomycetes_sp249
Agaricomycetes_sp25	unknown	Agaricomycetes_sp25
Agaricomycetes_sp250	unknown	Agaricomycetes_sp250
Agaricomycetes_sp251	unknown	Agaricomycetes_sp251
Agaricomycetes_sp252	unknown	Agaricomycetes_sp252
Agaricomycetes_sp253	unknown	Agaricomycetes_sp253
Agaricomycetes_sp254	unknown	Agaricomycetes_sp254
Agaricomycetes_sp255	unknown	Agaricomycetes_sp255
Agaricomycetes_sp256	unknown	Agaricomycetes_sp256
Agaricomycetes_sp257	unknown	Agaricomycetes_sp257
Agaricomycetes_sp258	unknown	Agaricomycetes_sp258
Agaricomycetes_sp259	unknown	Agaricomycetes_sp259
Agaricomycetes_sp26	unknown	Agaricomycetes_sp26
Agaricomycetes_sp260	unknown	Agaricomycetes_sp260
Agaricomycetes_sp261	unknown	Agaricomycetes_sp261
Agaricomycetes_sp262	unknown	Agaricomycetes_sp262
Agaricomycetes_sp263	unknown	Agaricomycetes_sp263
Agaricomycetes_sp264	unknown	Agaricomycetes_sp264
Agaricomycetes_sp265	unknown	Agaricomycetes_sp265
Agaricomycetes_sp266	unknown	Agaricomycetes_sp266
Agaricomycetes_sp267	unknown	Agaricomycetes_sp267
Agaricomycetes_sp268	unknown	Agaricomycetes_sp268
Agaricomycetes_sp269	unknown	Agaricomycetes_sp269
Agaricomycetes_sp27	unknown	Agaricomycetes_sp27
Agaricomycetes_sp270	unknown	Agaricomycetes_sp270
Agaricomycetes_sp271	unknown	Agaricomycetes_sp271
Agaricomycetes_sp272	unknown	Agaricomycetes_sp272
Agaricomycetes_sp273	unknown	Agaricomycetes_sp273
Agaricomycetes_sp274	unknown	Agaricomycetes_sp274
