SPPN	primary_lifestyle	species
Aaosphaeria_arxii_1	soil_saprotroph	Aaosphaeria_arxii_1
Aaosphaeria_arxii_3	soil_saprotroph	Aaosphaeria_arxii_3
Aaosphaeria_arxii_4	soil_saprotroph	Aaosphaeria_arxii_4
Aaosphaeria_arxii_5	soil_saprotroph	Aaosphaeria_arxii_5
Aaosphaeria_arxii_6	soil_saprotroph	Aaosphaeria_arxii_6
Aaosphaeria_arxii_7	soil_saprotroph	Aaosphaeria_arxii_7
Absconditella_lignicola_1	lichenized	Absconditella_lignicola_1
Absconditella_sp_1	lichenized	Absconditella_sp_1
Absconditella_sp_2	lichenized	Absconditella_sp_2
Absconditella_sp_3	lichenized	Absconditella_sp_3
Absconditella_sp_4	lichenized	Absconditella_sp_4
Absconditella_sp_5	lichenized	Absconditella_sp_5
Absconditella_sp_6	lichenized	Absconditella_sp_6
Absconditella_sp_8	lichenized	Absconditella_sp_8
Absconditella_sp_9	lichenized	Absconditella_sp_9
Absconditella_sp_10	lichenized	Absconditella_sp_10
Absconditonia_rubra_1	#N/A	Absconditonia_rubra_1
Absconditonia_sublignicola_1	#N/A	Absconditonia_sublignicola_1
Absidia_anomala_1	soil_saprotroph	Absidia_anomala_1
Absidia_anomala_2	soil_saprotroph	Absidia_anomala_2
Absidia_frigida_1	soil_saprotroph	Absidia_frigida_1
Absidia_frigida_2	soil_saprotroph	Absidia_frigida_2
Absidia_frigida_3	soil_saprotroph	Absidia_frigida_3
Absidia_fusca_2	soil_saprotroph	Absidia_fusca_2
Absidia_glauca_3	soil_saprotroph	Absidia_glauca_3
Absidia_glauca_5	soil_saprotroph	Absidia_glauca_5
Absidia_glauca_6	soil_saprotroph	Absidia_glauca_6
Absidia_longissima_1	soil_saprotroph	Absidia_longissima_1
Absidia_longissima_2	soil_saprotroph	Absidia_longissima_2
Absidia_longissima_4	soil_saprotroph	Absidia_longissima_4
Absidia_longissima_5	soil_saprotroph	Absidia_longissima_5
Absidia_longissima_6	soil_saprotroph	Absidia_longissima_6
Absidia_longissima_7	soil_saprotroph	Absidia_longissima_7
Absidia_longissima_8	soil_saprotroph	Absidia_longissima_8
Absidia_pernambucoensis_1	soil_saprotroph	Absidia_pernambucoensis_1
Absidia_pseudocylindrospora_1	soil_saprotroph	Absidia_pseudocylindrospora_1
Absidia_pseudocylindrospora_2	soil_saprotroph	Absidia_pseudocylindrospora_2
Absidia_psychrophilia_3	soil_saprotroph	Absidia_psychrophilia_3
Absidia_psychrophilia_4	soil_saprotroph	Absidia_psychrophilia_4
Absidia_sichuanensis_2	soil_saprotroph	Absidia_sichuanensis_2
Absidia_sp_1	soil_saprotroph	Absidia_sp_1
Absidia_sp_2	soil_saprotroph	Absidia_sp_2
Absidia_sp_4	soil_saprotroph	Absidia_sp_4
Absidia_sp_5	soil_saprotroph	Absidia_sp_5
Absidia_sp_6	soil_saprotroph	Absidia_sp_6
Absidia_sp_7	soil_saprotroph	Absidia_sp_7
Absidia_sp_8	soil_saprotroph	Absidia_sp_8
Absidia_sp_9	soil_saprotroph	Absidia_sp_9
Absidia_sp_10	soil_saprotroph	Absidia_sp_10
Absidia_sp_16	soil_saprotroph	Absidia_sp_16
Absidia_sp_17	soil_saprotroph	Absidia_sp_17
Absidia_sp_18	soil_saprotroph	Absidia_sp_18
Absidia_sp_19	soil_saprotroph	Absidia_sp_19
Absidia_sp_20	soil_saprotroph	Absidia_sp_20
Absidia_sp_21	soil_saprotroph	Absidia_sp_21
Absidia_sp_22	soil_saprotroph	Absidia_sp_22
Absidia_sp_23	soil_saprotroph	Absidia_sp_23
Absidia_zonata_1	soil_saprotroph	Absidia_zonata_1
Absidia_zonata_2	soil_saprotroph	Absidia_zonata_2
Absidia_zonata_3	soil_saprotroph	Absidia_zonata_3
Acanthocorticium_sp_1	wood_saprotroph	Acanthocorticium_sp_1
Acanthocorticium_sp_2	wood_saprotroph	Acanthocorticium_sp_2
Acanthocorticium_sp_3	wood_saprotroph	Acanthocorticium_sp_3
Acanthostigma_multiseptatum_1	wood_saprotroph	Acanthostigma_multiseptatum_1
Acanthostigma_sp_1	wood_saprotroph	Acanthostigma_sp_1
Acarosporales_sp_1	#N/A	Acarosporales_sp_1
Acarosporales_sp_2	#N/A	Acarosporales_sp_2
Acarosporales_sp_4	#N/A	Acarosporales_sp_4
Acaulospora_alpina_1	arbuscular_mycorrhizal	Acaulospora_alpina_1
Acaulospora_alpina_2	arbuscular_mycorrhizal	Acaulospora_alpina_2
Acaulospora_alpina_3	arbuscular_mycorrhizal	Acaulospora_alpina_3
Acaulospora_alpina_5	arbuscular_mycorrhizal	Acaulospora_alpina_5
Acaulospora_brasiliensis_2	arbuscular_mycorrhizal	Acaulospora_brasiliensis_2
Acaulospora_lacunosa_1	arbuscular_mycorrhizal	Acaulospora_lacunosa_1
Acaulospora_lacunosa_2	arbuscular_mycorrhizal	Acaulospora_lacunosa_2
Acaulospora_laevis_2	arbuscular_mycorrhizal	Acaulospora_laevis_2
Acaulospora_minuta_1	arbuscular_mycorrhizal	Acaulospora_minuta_1
Acaulospora_scrobiculata_1	arbuscular_mycorrhizal	Acaulospora_scrobiculata_1
Acaulospora_sp_1	arbuscular_mycorrhizal	Acaulospora_sp_1
Acaulospora_sp_2	arbuscular_mycorrhizal	Acaulospora_sp_2
Acaulospora_sp_3	arbuscular_mycorrhizal	Acaulospora_sp_3
Acaulospora_sp_4	arbuscular_mycorrhizal	Acaulospora_sp_4
Acaulospora_sp_5	arbuscular_mycorrhizal	Acaulospora_sp_5
Acaulospora_sp_6	arbuscular_mycorrhizal	Acaulospora_sp_6
Acaulospora_sp_7	arbuscular_mycorrhizal	Acaulospora_sp_7
Acaulospora_sp_8	arbuscular_mycorrhizal	Acaulospora_sp_8
Acaulospora_sp_9	arbuscular_mycorrhizal	Acaulospora_sp_9
Acaulospora_sp_10	arbuscular_mycorrhizal	Acaulospora_sp_10
Acaulospora_sp_11	arbuscular_mycorrhizal	Acaulospora_sp_11
Acaulospora_sp_13	arbuscular_mycorrhizal	Acaulospora_sp_13
Acaulospora_sp_14	arbuscular_mycorrhizal	Acaulospora_sp_14
Acaulosporaceae_sp_1	#N/A	Acaulosporaceae_sp_1
Acaulosporaceae_sp_2	#N/A	Acaulosporaceae_sp_2
Acaulosporaceae_sp_4	#N/A	Acaulosporaceae_sp_4
Acaulosporaceae_sp_5	#N/A	Acaulosporaceae_sp_5
Acaulosporaceae_sp_6	#N/A	Acaulosporaceae_sp_6
Acaulosporaceae_sp_7	#N/A	Acaulosporaceae_sp_7
Acaulosporaceae_sp_8	#N/A	Acaulosporaceae_sp_8
Acaulosporaceae_sp_9	#N/A	Acaulosporaceae_sp_9
Acaulosporaceae_sp_10	#N/A	Acaulosporaceae_sp_10
Acervus_flavidus_1	litter_saprotroph	Acervus_flavidus_1
Acervus_flavidus_2	litter_saprotroph	Acervus_flavidus_2
Acervus_globulosus_1	litter_saprotroph	Acervus_globulosus_1
Acremoniopsis_sp_1	soil_saprotroph	Acremoniopsis_sp_1
Acremoniopsis_sp_2	soil_saprotroph	Acremoniopsis_sp_2
Acremoniopsis_sp_3	soil_saprotroph	Acremoniopsis_sp_3
Acremonium_acutatum_1	unspecified_saprotroph	Acremonium_acutatum_1
Acremonium_acutatum_3	unspecified_saprotroph	Acremonium_acutatum_3
Acremonium_acutatum_4	unspecified_saprotroph	Acremonium_acutatum_4
Acremonium_acutatum_5	unspecified_saprotroph	Acremonium_acutatum_5
Acremonium_acutatum_6	unspecified_saprotroph	Acremonium_acutatum_6
Acremonium_alternatum_2	unspecified_saprotroph	Acremonium_alternatum_2
Acremonium_alternatum_4	unspecified_saprotroph	Acremonium_alternatum_4
Acremonium_alternatum_5	unspecified_saprotroph	Acremonium_alternatum_5
Acremonium_biseptum_1	unspecified_saprotroph	Acremonium_biseptum_1
Acremonium_charticola_1	unspecified_saprotroph	Acremonium_charticola_1
Acremonium_citrinum_1	unspecified_saprotroph	Acremonium_citrinum_1
Acremonium_citrinum_2	unspecified_saprotroph	Acremonium_citrinum_2
Acremonium_citrinum_3	unspecified_saprotroph	Acremonium_citrinum_3
Acremonium_citrinum_4	unspecified_saprotroph	Acremonium_citrinum_4
Acremonium_hennebertii_1	unspecified_saprotroph	Acremonium_hennebertii_1
Acremonium_hennebertii_2	unspecified_saprotroph	Acremonium_hennebertii_2
Acremonium_masseei_1	unspecified_saprotroph	Acremonium_masseei_1
Acremonium_masseei_2	unspecified_saprotroph	Acremonium_masseei_2
Acremonium_masseei_3	unspecified_saprotroph	Acremonium_masseei_3
Acremonium_mycoparasiticum_1	unspecified_saprotroph	Acremonium_mycoparasiticum_1
Acremonium_persicinum_2	unspecified_saprotroph	Acremonium_persicinum_2
Acremonium_pinkertoniae_1	unspecified_saprotroph	Acremonium_pinkertoniae_1
Acremonium_pinkertoniae_2	unspecified_saprotroph	Acremonium_pinkertoniae_2
Acremonium_pinkertoniae_3	unspecified_saprotroph	Acremonium_pinkertoniae_3
Acremonium_polychromum_1	unspecified_saprotroph	Acremonium_polychromum_1
Acremonium_polychromum_2	unspecified_saprotroph	Acremonium_polychromum_2
Acremonium_polychromum_3	unspecified_saprotroph	Acremonium_polychromum_3
Acremonium_polychromum_4	unspecified_saprotroph	Acremonium_polychromum_4
Acremonium_sp_1	unspecified_saprotroph	Acremonium_sp_1
Acremonium_sp_2	unspecified_saprotroph	Acremonium_sp_2
Acremonium_sp_3	unspecified_saprotroph	Acremonium_sp_3
Acremonium_sp_4	unspecified_saprotroph	Acremonium_sp_4
Acremonium_sp_6	unspecified_saprotroph	Acremonium_sp_6
Acremonium_sp_7	unspecified_saprotroph	Acremonium_sp_7
Acremonium_sp_8	unspecified_saprotroph	Acremonium_sp_8
Acremonium_sp_9	unspecified_saprotroph	Acremonium_sp_9
Acremonium_sp_10	unspecified_saprotroph	Acremonium_sp_10
Acremonium_stroudii_1	unspecified_saprotroph	Acremonium_stroudii_1
Acremonium_stroudii_2	unspecified_saprotroph	Acremonium_stroudii_2
Acremonium_stroudii_3	unspecified_saprotroph	Acremonium_stroudii_3
Acrocalymma_ampeli_1	wood_saprotroph	Acrocalymma_ampeli_1
Acrocalymma_aquaticum_1	wood_saprotroph	Acrocalymma_aquaticum_1
Acrocalymma_fici_1	wood_saprotroph	Acrocalymma_fici_1
Acrocalymma_fici_2	wood_saprotroph	Acrocalymma_fici_2
Acrocalymma_fici_3	wood_saprotroph	Acrocalymma_fici_3
Acrocalymma_fici_4	wood_saprotroph	Acrocalymma_fici_4
Acrocalymma_fici_5	wood_saprotroph	Acrocalymma_fici_5
Acrocalymma_fici_6	wood_saprotroph	Acrocalymma_fici_6
Acrocalymma_fici_7	wood_saprotroph	Acrocalymma_fici_7
Acrocalymma_fici_8	wood_saprotroph	Acrocalymma_fici_8
Acrocalymma_fici_9	wood_saprotroph	Acrocalymma_fici_9
Acrocalymma_fici_10	wood_saprotroph	Acrocalymma_fici_10
Acrocalymma_fici_11	wood_saprotroph	Acrocalymma_fici_11
Acrocalymma_fici_12	wood_saprotroph	Acrocalymma_fici_12
Acrocalymma_fici_13	wood_saprotroph	Acrocalymma_fici_13
Acrocalymma_medicaginis_1	wood_saprotroph	Acrocalymma_medicaginis_1
Acrocalymma_medicaginis_2	wood_saprotroph	Acrocalymma_medicaginis_2
Acrocalymma_medicaginis_3	wood_saprotroph	Acrocalymma_medicaginis_3
Acrocalymma_pterocarpi_1	wood_saprotroph	Acrocalymma_pterocarpi_1
Acrocalymma_pterocarpi_2	wood_saprotroph	Acrocalymma_pterocarpi_2
Acrocalymma_sp_1	wood_saprotroph	Acrocalymma_sp_1
Acrocalymma_sp_2	wood_saprotroph	Acrocalymma_sp_2
Acrocalymma_sp_3	wood_saprotroph	Acrocalymma_sp_3
Acrocalymma_sp_4	wood_saprotroph	Acrocalymma_sp_4
Acrocalymma_sp_5	wood_saprotroph	Acrocalymma_sp_5
Acrocalymma_sp_6	wood_saprotroph	Acrocalymma_sp_6
Acrocalymma_walkeri_1	wood_saprotroph	Acrocalymma_walkeri_1
Acrophialophora_jodhpurensis_1	plant_pathogen	Acrophialophora_jodhpurensis_1
Acrophialophora_levis_1	plant_pathogen	Acrophialophora_levis_1
Acrophialophora_levis_2	plant_pathogen	Acrophialophora_levis_2
Acrophialophora_sp_1	plant_pathogen	Acrophialophora_sp_1
Acrospermales_sp_1	#N/A	Acrospermales_sp_1
Acrospermales_sp_2	#N/A	Acrospermales_sp_2
Acrostalagmus_luteoalbus_1	foliar_endophyte	Acrostalagmus_luteoalbus_1
Acrostalagmus_luteoalbus_2	foliar_endophyte	Acrostalagmus_luteoalbus_2
Acrostalagmus_luteoalbus_4	foliar_endophyte	Acrostalagmus_luteoalbus_4
Actinomortierella_sp_1	#N/A	Actinomortierella_sp_1
Actinomortierella_sp_2	#N/A	Actinomortierella_sp_2
Actinomortierella_sp_3	#N/A	Actinomortierella_sp_3
Actinomortierella_sp_4	#N/A	Actinomortierella_sp_4
Actinomortierella_sp_5	#N/A	Actinomortierella_sp_5
Actinomortierella_sp_6	#N/A	Actinomortierella_sp_6
Actinomortierella_sp_7	#N/A	Actinomortierella_sp_7
Aculeata_aquatica_1	wood_saprotroph	Aculeata_aquatica_1
Aculeata_aquatica_2	wood_saprotroph	Aculeata_aquatica_2
Aculeata_aquatica_3	wood_saprotroph	Aculeata_aquatica_3
Aculeata_aquatica_4	wood_saprotroph	Aculeata_aquatica_4
Aculeata_sp_1	wood_saprotroph	Aculeata_sp_1
Aculeata_sp_2	wood_saprotroph	Aculeata_sp_2
Adelosphaeria_catenata_1	wood_saprotroph	Adelosphaeria_catenata_1
Adelosphaeria_catenata_2	wood_saprotroph	Adelosphaeria_catenata_2
Adelosphaeria_catenata_3	wood_saprotroph	Adelosphaeria_catenata_3
Adelosphaeria_catenata_4	wood_saprotroph	Adelosphaeria_catenata_4
Adelosphaeria_catenata_5	wood_saprotroph	Adelosphaeria_catenata_5
Adisciso_kaki_1	plant_pathogen	Adisciso_kaki_1
Adustochaete_rava_1	wood_saprotroph	Adustochaete_rava_1
Adustochaete_rava_2	wood_saprotroph	Adustochaete_rava_2
Aecidium_guatteriae_1	plant_pathogen	Aecidium_guatteriae_1
Aecidium_raphiolepidis_1	plant_pathogen	Aecidium_raphiolepidis_1
Agaricaceae_sp_1	#N/A	Agaricaceae_sp_1
Agaricaceae_sp_2	#N/A	Agaricaceae_sp_2
Agaricaceae_sp_3	#N/A	Agaricaceae_sp_3
Agaricaceae_sp_4	#N/A	Agaricaceae_sp_4
Agaricaceae_sp_5	#N/A	Agaricaceae_sp_5
Agaricaceae_sp_6	#N/A	Agaricaceae_sp_6
Agaricaceae_sp_7	#N/A	Agaricaceae_sp_7
Agaricaceae_sp_8	#N/A	Agaricaceae_sp_8
Agaricaceae_sp_9	#N/A	Agaricaceae_sp_9
Agaricaceae_sp_10	#N/A	Agaricaceae_sp_10
Agaricaceae_sp_11	#N/A	Agaricaceae_sp_11
Agaricaceae_sp_12	#N/A	Agaricaceae_sp_12
Agaricaceae_sp_13	#N/A	Agaricaceae_sp_13
Agaricaceae_sp_14	#N/A	Agaricaceae_sp_14
Agaricaceae_sp_15	#N/A	Agaricaceae_sp_15
Agaricaceae_sp_16	#N/A	Agaricaceae_sp_16
Agaricaceae_sp_17	#N/A	Agaricaceae_sp_17
Agaricaceae_sp_18	#N/A	Agaricaceae_sp_18
Agaricaceae_sp_19	#N/A	Agaricaceae_sp_19
Agaricaceae_sp_20	#N/A	Agaricaceae_sp_20
Agaricaceae_sp_21	#N/A	Agaricaceae_sp_21
Agaricaceae_sp_22	#N/A	Agaricaceae_sp_22
Agaricaceae_sp_23	#N/A	Agaricaceae_sp_23
Agaricaceae_sp_24	#N/A	Agaricaceae_sp_24
Agaricaceae_sp_25	#N/A	Agaricaceae_sp_25
Agaricaceae_sp_26	#N/A	Agaricaceae_sp_26
Agaricaceae_sp_27	#N/A	Agaricaceae_sp_27
Agaricaceae_sp_28	#N/A	Agaricaceae_sp_28
Agaricaceae_sp_29	#N/A	Agaricaceae_sp_29
Agaricaceae_sp_30	#N/A	Agaricaceae_sp_30
Agaricaceae_sp_31	#N/A	Agaricaceae_sp_31
Agaricaceae_sp_32	#N/A	Agaricaceae_sp_32
Agaricaceae_sp_33	#N/A	Agaricaceae_sp_33
Agaricaceae_sp_34	#N/A	Agaricaceae_sp_34
Agaricaceae_sp_35	#N/A	Agaricaceae_sp_35
Agaricaceae_sp_36	#N/A	Agaricaceae_sp_36
Agaricaceae_sp_37	#N/A	Agaricaceae_sp_37
Agaricaceae_sp_38	#N/A	Agaricaceae_sp_38
Agaricaceae_sp_39	#N/A	Agaricaceae_sp_39
Agaricaceae_sp_40	#N/A	Agaricaceae_sp_40
Agaricaceae_sp_41	#N/A	Agaricaceae_sp_41
Agaricaceae_sp_42	#N/A	Agaricaceae_sp_42
Agaricaceae_sp_43	#N/A	Agaricaceae_sp_43
Agaricaceae_sp_44	#N/A	Agaricaceae_sp_44
Agaricaceae_sp_45	#N/A	Agaricaceae_sp_45
Agaricaceae_sp_46	#N/A	Agaricaceae_sp_46
Agaricaceae_sp_47	#N/A	Agaricaceae_sp_47
Agaricaceae_sp_48	#N/A	Agaricaceae_sp_48
Agaricaceae_sp_49	#N/A	Agaricaceae_sp_49
Agaricaceae_sp_51	#N/A	Agaricaceae_sp_51
Agaricaceae_sp_52	#N/A	Agaricaceae_sp_52
Agaricaceae_sp_53	#N/A	Agaricaceae_sp_53
Agaricaceae_sp_54	#N/A	Agaricaceae_sp_54
Agaricaceae_sp_55	#N/A	Agaricaceae_sp_55
Agaricaceae_sp_56	#N/A	Agaricaceae_sp_56
Agaricaceae_sp_57	#N/A	Agaricaceae_sp_57
Agaricaceae_sp_58	#N/A	Agaricaceae_sp_58
Agaricaceae_sp_59	#N/A	Agaricaceae_sp_59
Agaricaceae_sp_60	#N/A	Agaricaceae_sp_60
Agaricaceae_sp_61	#N/A	Agaricaceae_sp_61
Agaricaceae_sp_62	#N/A	Agaricaceae_sp_62
Agaricaceae_sp_63	#N/A	Agaricaceae_sp_63
Agaricaceae_sp_64	#N/A	Agaricaceae_sp_64
Agaricaceae_sp_65	#N/A	Agaricaceae_sp_65
Agaricaceae_sp_66	#N/A	Agaricaceae_sp_66
Agaricaceae_sp_67	#N/A	Agaricaceae_sp_67
Agaricaceae_sp_68	#N/A	Agaricaceae_sp_68
Agaricaceae_sp_69	#N/A	Agaricaceae_sp_69
Agaricaceae_sp_70	#N/A	Agaricaceae_sp_70
Agaricaceae_sp_71	#N/A	Agaricaceae_sp_71
Agaricaceae_sp_72	#N/A	Agaricaceae_sp_72
Agaricaceae_sp_73	#N/A	Agaricaceae_sp_73
Agaricaceae_sp_74	#N/A	Agaricaceae_sp_74
Agaricaceae_sp_75	#N/A	Agaricaceae_sp_75
Agaricaceae_sp_76	#N/A	Agaricaceae_sp_76
Agaricaceae_sp_77	#N/A	Agaricaceae_sp_77
Agaricaceae_sp_78	#N/A	Agaricaceae_sp_78
Agaricaceae_sp_79	#N/A	Agaricaceae_sp_79
Agaricaceae_sp_80	#N/A	Agaricaceae_sp_80
Agaricaceae_sp_81	#N/A	Agaricaceae_sp_81
Agaricaceae_sp_82	#N/A	Agaricaceae_sp_82
Agaricaceae_sp_83	#N/A	Agaricaceae_sp_83
Agaricaceae_sp_84	#N/A	Agaricaceae_sp_84
Agaricaceae_sp_85	#N/A	Agaricaceae_sp_85
Agaricaceae_sp_86	#N/A	Agaricaceae_sp_86
Agaricaceae_sp_87	#N/A	Agaricaceae_sp_87
Agaricaceae_sp_88	#N/A	Agaricaceae_sp_88
Agaricaceae_sp_89	#N/A	Agaricaceae_sp_89
Agaricaceae_sp_90	#N/A	Agaricaceae_sp_90
Agaricaceae_sp_91	#N/A	Agaricaceae_sp_91
Agaricaceae_sp_92	#N/A	Agaricaceae_sp_92
Agaricaceae_sp_93	#N/A	Agaricaceae_sp_93
Agaricaceae_sp_94	#N/A	Agaricaceae_sp_94
Agaricaceae_sp_95	#N/A	Agaricaceae_sp_95
Agaricaceae_sp_96	#N/A	Agaricaceae_sp_96
Agaricaceae_sp_97	#N/A	Agaricaceae_sp_97
Agaricaceae_sp_98	#N/A	Agaricaceae_sp_98
Agaricaceae_sp_99	#N/A	Agaricaceae_sp_99
Agaricaceae_sp_100	#N/A	Agaricaceae_sp_100
Agaricaceae_sp_101	#N/A	Agaricaceae_sp_101
Agaricaceae_sp_102	#N/A	Agaricaceae_sp_102
Agaricaceae_sp_103	#N/A	Agaricaceae_sp_103
Agaricaceae_sp_104	#N/A	Agaricaceae_sp_104
Agaricaceae_sp_105	#N/A	Agaricaceae_sp_105
Agaricaceae_sp_106	#N/A	Agaricaceae_sp_106
Agaricaceae_sp_107	#N/A	Agaricaceae_sp_107
Agaricaceae_sp_108	#N/A	Agaricaceae_sp_108
Agaricaceae_sp_109	#N/A	Agaricaceae_sp_109
Agaricaceae_sp_110	#N/A	Agaricaceae_sp_110
Agaricaceae_sp_111	#N/A	Agaricaceae_sp_111
Agaricaceae_sp_112	#N/A	Agaricaceae_sp_112
Agaricaceae_sp_113	#N/A	Agaricaceae_sp_113
Agaricaceae_sp_114	#N/A	Agaricaceae_sp_114
Agaricaceae_sp_115	#N/A	Agaricaceae_sp_115
Agaricaceae_sp_116	#N/A	Agaricaceae_sp_116
Agaricaceae_sp_117	#N/A	Agaricaceae_sp_117
Agaricaceae_sp_118	#N/A	Agaricaceae_sp_118
Agaricaceae_sp_119	#N/A	Agaricaceae_sp_119
Agaricaceae_sp_120	#N/A	Agaricaceae_sp_120
Agaricaceae_sp_121	#N/A	Agaricaceae_sp_121
Agaricaceae_sp_122	#N/A	Agaricaceae_sp_122
Agaricaceae_sp_123	#N/A	Agaricaceae_sp_123
Agaricaceae_sp_124	#N/A	Agaricaceae_sp_124
Agaricaceae_sp_125	#N/A	Agaricaceae_sp_125
Agaricaceae_sp_126	#N/A	Agaricaceae_sp_126
Agaricaceae_sp_127	#N/A	Agaricaceae_sp_127
Agaricaceae_sp_128	#N/A	Agaricaceae_sp_128
Agaricaceae_sp_129	#N/A	Agaricaceae_sp_129
Agaricaceae_sp_130	#N/A	Agaricaceae_sp_130
Agaricaceae_sp_131	#N/A	Agaricaceae_sp_131
Agaricaceae_sp_132	#N/A	Agaricaceae_sp_132
Agaricaceae_sp_133	#N/A	Agaricaceae_sp_133
Agaricaceae_sp_134	#N/A	Agaricaceae_sp_134
Agaricaceae_sp_135	#N/A	Agaricaceae_sp_135
Agaricaceae_sp_136	#N/A	Agaricaceae_sp_136
Agaricaceae_sp_137	#N/A	Agaricaceae_sp_137
Agaricaceae_sp_138	#N/A	Agaricaceae_sp_138
Agaricaceae_sp_140	#N/A	Agaricaceae_sp_140
Agaricaceae_sp_142	#N/A	Agaricaceae_sp_142
Agaricaceae_sp_143	#N/A	Agaricaceae_sp_143
Agaricaceae_sp_144	#N/A	Agaricaceae_sp_144
Agaricaceae_sp_145	#N/A	Agaricaceae_sp_145
Agaricaceae_sp_146	#N/A	Agaricaceae_sp_146
Agaricaceae_sp_147	#N/A	Agaricaceae_sp_147
Agaricaceae_sp_148	#N/A	Agaricaceae_sp_148
Agaricaceae_sp_149	#N/A	Agaricaceae_sp_149
Agaricaceae_sp_150	#N/A	Agaricaceae_sp_150
Agaricaceae_sp_151	#N/A	Agaricaceae_sp_151
Agaricaceae_sp_152	#N/A	Agaricaceae_sp_152
Agaricaceae_sp_153	#N/A	Agaricaceae_sp_153
Agaricaceae_sp_154	#N/A	Agaricaceae_sp_154
Agaricaceae_sp_156	#N/A	Agaricaceae_sp_156
Agaricales_sp_1	#N/A	Agaricales_sp_1
Agaricales_sp_2	#N/A	Agaricales_sp_2
Agaricales_sp_3	#N/A	Agaricales_sp_3
Agaricales_sp_4	#N/A	Agaricales_sp_4
Agaricales_sp_5	#N/A	Agaricales_sp_5
Agaricales_sp_6	#N/A	Agaricales_sp_6
Agaricales_sp_7	#N/A	Agaricales_sp_7
Agaricales_sp_8	#N/A	Agaricales_sp_8
Agaricales_sp_9	#N/A	Agaricales_sp_9
Agaricales_sp_10	#N/A	Agaricales_sp_10
Agaricales_sp_11	#N/A	Agaricales_sp_11
Agaricales_sp_12	#N/A	Agaricales_sp_12
Agaricales_sp_13	#N/A	Agaricales_sp_13
Agaricales_sp_14	#N/A	Agaricales_sp_14
Agaricales_sp_15	#N/A	Agaricales_sp_15
Agaricales_sp_16	#N/A	Agaricales_sp_16
Agaricales_sp_17	#N/A	Agaricales_sp_17
Agaricales_sp_18	#N/A	Agaricales_sp_18
Agaricales_sp_19	#N/A	Agaricales_sp_19
Agaricales_sp_20	#N/A	Agaricales_sp_20
Agaricales_sp_21	#N/A	Agaricales_sp_21
Agaricales_sp_22	#N/A	Agaricales_sp_22
Agaricales_sp_23	#N/A	Agaricales_sp_23
Agaricales_sp_24	#N/A	Agaricales_sp_24
Agaricales_sp_25	#N/A	Agaricales_sp_25
Agaricales_sp_26	#N/A	Agaricales_sp_26
Agaricales_sp_27	#N/A	Agaricales_sp_27
Agaricales_sp_28	#N/A	Agaricales_sp_28
Agaricales_sp_29	#N/A	Agaricales_sp_29
Agaricales_sp_30	#N/A	Agaricales_sp_30
Agaricales_sp_31	#N/A	Agaricales_sp_31
Agaricales_sp_32	#N/A	Agaricales_sp_32
Agaricales_sp_34	#N/A	Agaricales_sp_34
Agaricales_sp_35	#N/A	Agaricales_sp_35
Agaricales_sp_36	#N/A	Agaricales_sp_36
Agaricales_sp_37	#N/A	Agaricales_sp_37
Agaricales_sp_38	#N/A	Agaricales_sp_38
Agaricales_sp_39	#N/A	Agaricales_sp_39
Agaricales_sp_40	#N/A	Agaricales_sp_40
Agaricales_sp_41	#N/A	Agaricales_sp_41
Agaricales_sp_42	#N/A	Agaricales_sp_42
Agaricales_sp_43	#N/A	Agaricales_sp_43
Agaricales_sp_44	#N/A	Agaricales_sp_44
Agaricales_sp_45	#N/A	Agaricales_sp_45
Agaricales_sp_46	#N/A	Agaricales_sp_46
Agaricales_sp_47	#N/A	Agaricales_sp_47
Agaricales_sp_48	#N/A	Agaricales_sp_48
Agaricales_sp_49	#N/A	Agaricales_sp_49
Agaricales_sp_50	#N/A	Agaricales_sp_50
Agaricales_sp_51	#N/A	Agaricales_sp_51
Agaricales_sp_52	#N/A	Agaricales_sp_52
Agaricales_sp_53	#N/A	Agaricales_sp_53
Agaricales_sp_54	#N/A	Agaricales_sp_54
Agaricales_sp_55	#N/A	Agaricales_sp_55
Agaricales_sp_56	#N/A	Agaricales_sp_56
Agaricales_sp_57	#N/A	Agaricales_sp_57
Agaricales_sp_58	#N/A	Agaricales_sp_58
Agaricales_sp_60	#N/A	Agaricales_sp_60
Agaricales_sp_61	#N/A	Agaricales_sp_61
Agaricales_sp_62	#N/A	Agaricales_sp_62
Agaricales_sp_63	#N/A	Agaricales_sp_63
Agaricales_sp_64	#N/A	Agaricales_sp_64
Agaricales_sp_65	#N/A	Agaricales_sp_65
Agaricales_sp_66	#N/A	Agaricales_sp_66
Agaricales_sp_67	#N/A	Agaricales_sp_67
Agaricales_sp_69	#N/A	Agaricales_sp_69
Agaricales_sp_70	#N/A	Agaricales_sp_70
Agaricales_sp_71	#N/A	Agaricales_sp_71
Agaricales_sp_72	#N/A	Agaricales_sp_72
Agaricales_sp_73	#N/A	Agaricales_sp_73
Agaricales_sp_74	#N/A	Agaricales_sp_74
Agaricales_sp_75	#N/A	Agaricales_sp_75
Agaricales_sp_77	#N/A	Agaricales_sp_77
Agaricales_sp_78	#N/A	Agaricales_sp_78
Agaricales_sp_80	#N/A	Agaricales_sp_80
Agaricales_sp_81	#N/A	Agaricales_sp_81
Agaricales_sp_82	#N/A	Agaricales_sp_82
