SPPN	primary_lifestyle	species
Basidiomycota_sp_210	#N/A	Basidiomycota_sp_210
Basidiomycota_sp_211	#N/A	Basidiomycota_sp_211
Basidiomycota_sp_212	#N/A	Basidiomycota_sp_212
Basidiomycota_sp_213	#N/A	Basidiomycota_sp_213
Basidiomycota_sp_214	#N/A	Basidiomycota_sp_214
Basidiomycota_sp_216	#N/A	Basidiomycota_sp_216
Basidiomycota_sp_217	#N/A	Basidiomycota_sp_217
Basidiomycota_sp_218	#N/A	Basidiomycota_sp_218
Basidiomycota_sp_219	#N/A	Basidiomycota_sp_219
Basidiomycota_sp_220	#N/A	Basidiomycota_sp_220
Basidiomycota_sp_222	#N/A	Basidiomycota_sp_222
Basidiomycota_sp_223	#N/A	Basidiomycota_sp_223
Basidiomycota_sp_224	#N/A	Basidiomycota_sp_224
Basidiomycota_sp_225	#N/A	Basidiomycota_sp_225
Basidiomycota_sp_226	#N/A	Basidiomycota_sp_226
Basidiomycota_sp_228	#N/A	Basidiomycota_sp_228
Basidiomycota_sp_229	#N/A	Basidiomycota_sp_229
Basidiomycota_sp_230	#N/A	Basidiomycota_sp_230
Basidiomycota_sp_231	#N/A	Basidiomycota_sp_231
Basidiomycota_sp_232	#N/A	Basidiomycota_sp_232
Basidiomycota_sp_233	#N/A	Basidiomycota_sp_233
Basidiomycota_sp_234	#N/A	Basidiomycota_sp_234
Basidiomycota_sp_235	#N/A	Basidiomycota_sp_235
Basidiomycota_sp_236	#N/A	Basidiomycota_sp_236
Basidiomycota_sp_237	#N/A	Basidiomycota_sp_237
Basidiomycota_sp_239	#N/A	Basidiomycota_sp_239
Basidiomycota_sp_240	#N/A	Basidiomycota_sp_240
Basidiomycota_sp_241	#N/A	Basidiomycota_sp_241
Basidiomycota_sp_242	#N/A	Basidiomycota_sp_242
Basidiomycota_sp_243	#N/A	Basidiomycota_sp_243
Basidiomycota_sp_244	#N/A	Basidiomycota_sp_244
Basidiomycota_sp_245	#N/A	Basidiomycota_sp_245
Basidiomycota_sp_246	#N/A	Basidiomycota_sp_246
Basidiomycota_sp_247	#N/A	Basidiomycota_sp_247
Basidiomycota_sp_248	#N/A	Basidiomycota_sp_248
Basidiomycota_sp_249	#N/A	Basidiomycota_sp_249
Basidiomycota_sp_250	#N/A	Basidiomycota_sp_250
Basidiomycota_sp_252	#N/A	Basidiomycota_sp_252
Basidiomycota_sp_253	#N/A	Basidiomycota_sp_253
Basidiomycota_sp_254	#N/A	Basidiomycota_sp_254
Basidiomycota_sp_255	#N/A	Basidiomycota_sp_255
Basidiomycota_sp_256	#N/A	Basidiomycota_sp_256
Basidiomycota_sp_257	#N/A	Basidiomycota_sp_257
Basidiomycota_sp_258	#N/A	Basidiomycota_sp_258
Basidiomycota_sp_259	#N/A	Basidiomycota_sp_259
Basidiomycota_sp_260	#N/A	Basidiomycota_sp_260
Basidiomycota_sp_261	#N/A	Basidiomycota_sp_261
Basidiomycota_sp_262	#N/A	Basidiomycota_sp_262
Basidiomycota_sp_263	#N/A	Basidiomycota_sp_263
Basidiomycota_sp_264	#N/A	Basidiomycota_sp_264
Basidiomycota_sp_265	#N/A	Basidiomycota_sp_265
Basidiomycota_sp_266	#N/A	Basidiomycota_sp_266
Basidiomycota_sp_267	#N/A	Basidiomycota_sp_267
Basidiomycota_sp_268	#N/A	Basidiomycota_sp_268
Basidiomycota_sp_269	#N/A	Basidiomycota_sp_269
Basidiomycota_sp_271	#N/A	Basidiomycota_sp_271
Basidiomycota_sp_272	#N/A	Basidiomycota_sp_272
Basidiomycota_sp_273	#N/A	Basidiomycota_sp_273
Basidiomycota_sp_274	#N/A	Basidiomycota_sp_274
Basidiomycota_sp_275	#N/A	Basidiomycota_sp_275
Basidiomycota_sp_276	#N/A	Basidiomycota_sp_276
Basidiomycota_sp_277	#N/A	Basidiomycota_sp_277
Basidiomycota_sp_278	#N/A	Basidiomycota_sp_278
Basidiomycota_sp_279	#N/A	Basidiomycota_sp_279
Basidiomycota_sp_280	#N/A	Basidiomycota_sp_280
Basidiomycota_sp_281	#N/A	Basidiomycota_sp_281
Basidiomycota_sp_282	#N/A	Basidiomycota_sp_282
Basidiomycota_sp_283	#N/A	Basidiomycota_sp_283
Basidiomycota_sp_284	#N/A	Basidiomycota_sp_284
Basidiomycota_sp_285	#N/A	Basidiomycota_sp_285
Basidiomycota_sp_286	#N/A	Basidiomycota_sp_286
Basidiomycota_sp_287	#N/A	Basidiomycota_sp_287
Basidiomycota_sp_288	#N/A	Basidiomycota_sp_288
Basidiomycota_sp_290	#N/A	Basidiomycota_sp_290
Basidiomycota_sp_291	#N/A	Basidiomycota_sp_291
Basidiomycota_sp_292	#N/A	Basidiomycota_sp_292
Basidiomycota_sp_293	#N/A	Basidiomycota_sp_293
Basidiomycota_sp_294	#N/A	Basidiomycota_sp_294
Basidiomycota_sp_295	#N/A	Basidiomycota_sp_295
Basidiomycota_sp_296	#N/A	Basidiomycota_sp_296
Basidiomycota_sp_297	#N/A	Basidiomycota_sp_297
Basidiomycota_sp_298	#N/A	Basidiomycota_sp_298
Basidiomycota_sp_299	#N/A	Basidiomycota_sp_299
Basidiomycota_sp_300	#N/A	Basidiomycota_sp_300
Basidiomycota_sp_301	#N/A	Basidiomycota_sp_301
Basidiomycota_sp_302	#N/A	Basidiomycota_sp_302
Basidiomycota_sp_303	#N/A	Basidiomycota_sp_303
Basidiomycota_sp_304	#N/A	Basidiomycota_sp_304
Basidiomycota_sp_305	#N/A	Basidiomycota_sp_305
Basidiomycota_sp_306	#N/A	Basidiomycota_sp_306
Basidiomycota_sp_307	#N/A	Basidiomycota_sp_307
Basidiomycota_sp_308	#N/A	Basidiomycota_sp_308
Basidiomycota_sp_309	#N/A	Basidiomycota_sp_309
Basidiomycota_sp_310	#N/A	Basidiomycota_sp_310
Basidiomycota_sp_311	#N/A	Basidiomycota_sp_311
Basidiomycota_sp_312	#N/A	Basidiomycota_sp_312
Basidiomycota_sp_313	#N/A	Basidiomycota_sp_313
Basidiomycota_sp_314	#N/A	Basidiomycota_sp_314
Basidiomycota_sp_315	#N/A	Basidiomycota_sp_315
Basidiomycota_sp_316	#N/A	Basidiomycota_sp_316
Basidiomycota_sp_317	#N/A	Basidiomycota_sp_317
Basidiomycota_sp_318	#N/A	Basidiomycota_sp_318
Basidiomycota_sp_319	#N/A	Basidiomycota_sp_319
Basidiomycota_sp_320	#N/A	Basidiomycota_sp_320
Basidiomycota_sp_321	#N/A	Basidiomycota_sp_321
Basidiomycota_sp_322	#N/A	Basidiomycota_sp_322
Basidiomycota_sp_323	#N/A	Basidiomycota_sp_323
Basidiomycota_sp_324	#N/A	Basidiomycota_sp_324
Basidiomycota_sp_325	#N/A	Basidiomycota_sp_325
Basidiomycota_sp_326	#N/A	Basidiomycota_sp_326
Basidiomycota_sp_327	#N/A	Basidiomycota_sp_327
Basidiomycota_sp_328	#N/A	Basidiomycota_sp_328
Basidiomycota_sp_329	#N/A	Basidiomycota_sp_329
Basidiomycota_sp_330	#N/A	Basidiomycota_sp_330
Basidiomycota_sp_331	#N/A	Basidiomycota_sp_331
Basidiomycota_sp_332	#N/A	Basidiomycota_sp_332
Basidiomycota_sp_334	#N/A	Basidiomycota_sp_334
Basidiomycota_sp_335	#N/A	Basidiomycota_sp_335
Basidiomycota_sp_336	#N/A	Basidiomycota_sp_336
Basidiomycota_sp_337	#N/A	Basidiomycota_sp_337
Basidiomycota_sp_338	#N/A	Basidiomycota_sp_338
Basidiomycota_sp_339	#N/A	Basidiomycota_sp_339
Basidiomycota_sp_340	#N/A	Basidiomycota_sp_340
Basidiomycota_sp_341	#N/A	Basidiomycota_sp_341
Basidiomycota_sp_342	#N/A	Basidiomycota_sp_342
Basidiomycota_sp_343	#N/A	Basidiomycota_sp_343
Basidiomycota_sp_344	#N/A	Basidiomycota_sp_344
Basidiomycota_sp_345	#N/A	Basidiomycota_sp_345
Basidiomycota_sp_346	#N/A	Basidiomycota_sp_346
Basidiomycota_sp_347	#N/A	Basidiomycota_sp_347
Basidiomycota_sp_348	#N/A	Basidiomycota_sp_348
Basidiomycota_sp_349	#N/A	Basidiomycota_sp_349
Basidiomycota_sp_350	#N/A	Basidiomycota_sp_350
Basidiomycota_sp_351	#N/A	Basidiomycota_sp_351
Basidiomycota_sp_353	#N/A	Basidiomycota_sp_353
Basidiomycota_sp_354	#N/A	Basidiomycota_sp_354
Basidiomycota_sp_355	#N/A	Basidiomycota_sp_355
Basidiomycota_sp_356	#N/A	Basidiomycota_sp_356
Basidiomycota_sp_357	#N/A	Basidiomycota_sp_357
Basidiomycota_sp_358	#N/A	Basidiomycota_sp_358
Basidiomycota_sp_359	#N/A	Basidiomycota_sp_359
Basidiomycota_sp_360	#N/A	Basidiomycota_sp_360
Basidiomycota_sp_361	#N/A	Basidiomycota_sp_361
Basidiomycota_sp_362	#N/A	Basidiomycota_sp_362
Basidiomycota_sp_363	#N/A	Basidiomycota_sp_363
Basidiomycota_sp_364	#N/A	Basidiomycota_sp_364
Basidiomycota_sp_365	#N/A	Basidiomycota_sp_365
Basidiomycota_sp_366	#N/A	Basidiomycota_sp_366
Basidiomycota_sp_367	#N/A	Basidiomycota_sp_367
Basidiomycota_sp_369	#N/A	Basidiomycota_sp_369
Basidiomycota_sp_370	#N/A	Basidiomycota_sp_370
Basidiomycota_sp_371	#N/A	Basidiomycota_sp_371
Basidiomycota_sp_372	#N/A	Basidiomycota_sp_372
Basidiomycota_sp_373	#N/A	Basidiomycota_sp_373
Basidiomycota_sp_374	#N/A	Basidiomycota_sp_374
Basidiomycota_sp_375	#N/A	Basidiomycota_sp_375
Basidiomycota_sp_377	#N/A	Basidiomycota_sp_377
Basidiomycota_sp_378	#N/A	Basidiomycota_sp_378
Basidiomycota_sp_379	#N/A	Basidiomycota_sp_379
Basidiomycota_sp_380	#N/A	Basidiomycota_sp_380
Basidiomycota_sp_381	#N/A	Basidiomycota_sp_381
Basidiomycota_sp_382	#N/A	Basidiomycota_sp_382
Basidiomycota_sp_383	#N/A	Basidiomycota_sp_383
Basidiomycota_sp_384	#N/A	Basidiomycota_sp_384
Basidiomycota_sp_385	#N/A	Basidiomycota_sp_385
Basidiomycota_sp_386	#N/A	Basidiomycota_sp_386
Basidiomycota_sp_387	#N/A	Basidiomycota_sp_387
Basidiomycota_sp_388	#N/A	Basidiomycota_sp_388
Basidiomycota_sp_389	#N/A	Basidiomycota_sp_389
Basidiomycota_sp_390	#N/A	Basidiomycota_sp_390
Basidiomycota_sp_391	#N/A	Basidiomycota_sp_391
Basidiomycota_sp_392	#N/A	Basidiomycota_sp_392
Basidiomycota_sp_393	#N/A	Basidiomycota_sp_393
Basidiomycota_sp_394	#N/A	Basidiomycota_sp_394
Basidiomycota_sp_395	#N/A	Basidiomycota_sp_395
Basidiomycota_sp_396	#N/A	Basidiomycota_sp_396
Basidiomycota_sp_397	#N/A	Basidiomycota_sp_397
Basidiomycota_sp_398	#N/A	Basidiomycota_sp_398
Basidiomycota_sp_399	#N/A	Basidiomycota_sp_399
Basidiomycota_sp_400	#N/A	Basidiomycota_sp_400
Basidiomycota_sp_401	#N/A	Basidiomycota_sp_401
Basidiomycota_sp_402	#N/A	Basidiomycota_sp_402
Basidiomycota_sp_403	#N/A	Basidiomycota_sp_403
Basidiomycota_sp_404	#N/A	Basidiomycota_sp_404
Basidiomycota_sp_405	#N/A	Basidiomycota_sp_405
Basidiomycota_sp_406	#N/A	Basidiomycota_sp_406
Basidiomycota_sp_407	#N/A	Basidiomycota_sp_407
Basidiomycota_sp_408	#N/A	Basidiomycota_sp_408
Basidiomycota_sp_410	#N/A	Basidiomycota_sp_410
Basidiomycota_sp_411	#N/A	Basidiomycota_sp_411
Basidiomycota_sp_412	#N/A	Basidiomycota_sp_412
Basidiomycota_sp_413	#N/A	Basidiomycota_sp_413
Basidiomycota_sp_414	#N/A	Basidiomycota_sp_414
Basidiomycota_sp_415	#N/A	Basidiomycota_sp_415
Basidiomycota_sp_416	#N/A	Basidiomycota_sp_416
Basidiomycota_sp_417	#N/A	Basidiomycota_sp_417
Basidiomycota_sp_418	#N/A	Basidiomycota_sp_418
Basidiomycota_sp_419	#N/A	Basidiomycota_sp_419
Basidiomycota_sp_420	#N/A	Basidiomycota_sp_420
Basidiomycota_sp_421	#N/A	Basidiomycota_sp_421
Basidiomycota_sp_422	#N/A	Basidiomycota_sp_422
Basidiomycota_sp_423	#N/A	Basidiomycota_sp_423
Basidiomycota_sp_424	#N/A	Basidiomycota_sp_424
Basidiomycota_sp_425	#N/A	Basidiomycota_sp_425
Basidiomycota_sp_426	#N/A	Basidiomycota_sp_426
Basidiomycota_sp_427	#N/A	Basidiomycota_sp_427
Basidiomycota_sp_428	#N/A	Basidiomycota_sp_428
Basidiomycota_sp_429	#N/A	Basidiomycota_sp_429
Basidiomycota_sp_430	#N/A	Basidiomycota_sp_430
Basidiomycota_sp_431	#N/A	Basidiomycota_sp_431
Basidiomycota_sp_432	#N/A	Basidiomycota_sp_432
Basidiomycota_sp_433	#N/A	Basidiomycota_sp_433
Basidiomycota_sp_434	#N/A	Basidiomycota_sp_434
Basidiomycota_sp_435	#N/A	Basidiomycota_sp_435
Basidiomycota_sp_436	#N/A	Basidiomycota_sp_436
Basidiomycota_sp_437	#N/A	Basidiomycota_sp_437
Basidiomycota_sp_438	#N/A	Basidiomycota_sp_438
Basidiomycota_sp_439	#N/A	Basidiomycota_sp_439
Basidiomycota_sp_440	#N/A	Basidiomycota_sp_440
Basidiomycota_sp_441	#N/A	Basidiomycota_sp_441
Basidiomycota_sp_442	#N/A	Basidiomycota_sp_442
Basidiomycota_sp_443	#N/A	Basidiomycota_sp_443
Basidiomycota_sp_444	#N/A	Basidiomycota_sp_444
Basidiomycota_sp_445	#N/A	Basidiomycota_sp_445
Basidiomycota_sp_446	#N/A	Basidiomycota_sp_446
Basidiomycota_sp_447	#N/A	Basidiomycota_sp_447
Basidiomycota_sp_448	#N/A	Basidiomycota_sp_448
Basidiomycota_sp_449	#N/A	Basidiomycota_sp_449
Basidiomycota_sp_450	#N/A	Basidiomycota_sp_450
Basidiomycota_sp_451	#N/A	Basidiomycota_sp_451
Basidiomycota_sp_452	#N/A	Basidiomycota_sp_452
Basidiomycota_sp_453	#N/A	Basidiomycota_sp_453
Basidiomycota_sp_454	#N/A	Basidiomycota_sp_454
Basidiomycota_sp_455	#N/A	Basidiomycota_sp_455
Basidiomycota_sp_456	#N/A	Basidiomycota_sp_456
Basidiomycota_sp_457	#N/A	Basidiomycota_sp_457
Basidiomycota_sp_458	#N/A	Basidiomycota_sp_458
Basidiomycota_sp_459	#N/A	Basidiomycota_sp_459
Basidiomycota_sp_460	#N/A	Basidiomycota_sp_460
Basidiomycota_sp_461	#N/A	Basidiomycota_sp_461
Basidiomycota_sp_462	#N/A	Basidiomycota_sp_462
Basidiomycota_sp_463	#N/A	Basidiomycota_sp_463
Basidiomycota_sp_464	#N/A	Basidiomycota_sp_464
Basidiomycota_sp_465	#N/A	Basidiomycota_sp_465
Basidiomycota_sp_466	#N/A	Basidiomycota_sp_466
Basidiomycota_sp_467	#N/A	Basidiomycota_sp_467
Basidiomycota_sp_468	#N/A	Basidiomycota_sp_468
Basidiomycota_sp_469	#N/A	Basidiomycota_sp_469
Basidiomycota_sp_470	#N/A	Basidiomycota_sp_470
Basidiomycota_sp_471	#N/A	Basidiomycota_sp_471
Basidiomycota_sp_472	#N/A	Basidiomycota_sp_472
Basidiomycota_sp_473	#N/A	Basidiomycota_sp_473
Basidiomycota_sp_474	#N/A	Basidiomycota_sp_474
Basidiomycota_sp_475	#N/A	Basidiomycota_sp_475
Basidiomycota_sp_476	#N/A	Basidiomycota_sp_476
Basidiomycota_sp_477	#N/A	Basidiomycota_sp_477
Basidiomycota_sp_478	#N/A	Basidiomycota_sp_478
Basidiomycota_sp_479	#N/A	Basidiomycota_sp_479
Basidiomycota_sp_480	#N/A	Basidiomycota_sp_480
Basidiomycota_sp_481	#N/A	Basidiomycota_sp_481
Basidiomycota_sp_482	#N/A	Basidiomycota_sp_482
Basidiomycota_sp_483	#N/A	Basidiomycota_sp_483
Basidiomycota_sp_484	#N/A	Basidiomycota_sp_484
Basidiomycota_sp_485	#N/A	Basidiomycota_sp_485
Basidiomycota_sp_486	#N/A	Basidiomycota_sp_486
Basidiomycota_sp_488	#N/A	Basidiomycota_sp_488
Basidiomycota_sp_489	#N/A	Basidiomycota_sp_489
Basidiomycota_sp_490	#N/A	Basidiomycota_sp_490
Basidiomycota_sp_491	#N/A	Basidiomycota_sp_491
Basidiomycota_sp_492	#N/A	Basidiomycota_sp_492
Basidiomycota_sp_493	#N/A	Basidiomycota_sp_493
Basidiomycota_sp_494	#N/A	Basidiomycota_sp_494
Basidiomycota_sp_495	#N/A	Basidiomycota_sp_495
Basidiomycota_sp_496	#N/A	Basidiomycota_sp_496
Basidiomycota_sp_497	#N/A	Basidiomycota_sp_497
Basidiomycota_sp_498	#N/A	Basidiomycota_sp_498
Basidiomycota_sp_499	#N/A	Basidiomycota_sp_499
Basidiomycota_sp_500	#N/A	Basidiomycota_sp_500
Basidiomycota_sp_501	#N/A	Basidiomycota_sp_501
Basidiomycota_sp_502	#N/A	Basidiomycota_sp_502
Basidiomycota_sp_503	#N/A	Basidiomycota_sp_503
Basidiomycota_sp_504	#N/A	Basidiomycota_sp_504
Basidiomycota_sp_505	#N/A	Basidiomycota_sp_505
Basidiomycota_sp_506	#N/A	Basidiomycota_sp_506
Basidiomycota_sp_507	#N/A	Basidiomycota_sp_507
Basidiomycota_sp_508	#N/A	Basidiomycota_sp_508
Basidiomycota_sp_509	#N/A	Basidiomycota_sp_509
Basidiomycota_sp_510	#N/A	Basidiomycota_sp_510
Basidiomycota_sp_511	#N/A	Basidiomycota_sp_511
Basidiomycota_sp_512	#N/A	Basidiomycota_sp_512
Basidiomycota_sp_513	#N/A	Basidiomycota_sp_513
Basidiomycota_sp_514	#N/A	Basidiomycota_sp_514
Basidiomycota_sp_515	#N/A	Basidiomycota_sp_515
Basidiomycota_sp_516	#N/A	Basidiomycota_sp_516
Basidiomycota_sp_517	#N/A	Basidiomycota_sp_517
Basidiomycota_sp_518	#N/A	Basidiomycota_sp_518
Basidiomycota_sp_519	#N/A	Basidiomycota_sp_519
Basidiomycota_sp_520	#N/A	Basidiomycota_sp_520
Basidiomycota_sp_521	#N/A	Basidiomycota_sp_521
Basidiomycota_sp_522	#N/A	Basidiomycota_sp_522
Basidiomycota_sp_523	#N/A	Basidiomycota_sp_523
Basidiomycota_sp_524	#N/A	Basidiomycota_sp_524
Basidiomycota_sp_525	#N/A	Basidiomycota_sp_525
Basidiomycota_sp_526	#N/A	Basidiomycota_sp_526
Basidiomycota_sp_527	#N/A	Basidiomycota_sp_527
Basidiomycota_sp_529	#N/A	Basidiomycota_sp_529
Basidiomycota_sp_530	#N/A	Basidiomycota_sp_530
Basidiomycota_sp_531	#N/A	Basidiomycota_sp_531
Basidiomycota_sp_532	#N/A	Basidiomycota_sp_532
Basidiomycota_sp_533	#N/A	Basidiomycota_sp_533
Basidiomycota_sp_534	#N/A	Basidiomycota_sp_534
Basidiomycota_sp_535	#N/A	Basidiomycota_sp_535
Basidiomycota_sp_536	#N/A	Basidiomycota_sp_536
Basidiomycota_sp_537	#N/A	Basidiomycota_sp_537
Basidiomycota_sp_538	#N/A	Basidiomycota_sp_538
Basidiomycota_sp_539	#N/A	Basidiomycota_sp_539
Basidiomycota_sp_540	#N/A	Basidiomycota_sp_540
Basidiomycota_sp_541	#N/A	Basidiomycota_sp_541
Basidiomycota_sp_542	#N/A	Basidiomycota_sp_542
Basidiomycota_sp_543	#N/A	Basidiomycota_sp_543
Basidiomycota_sp_544	#N/A	Basidiomycota_sp_544
Basidiomycota_sp_545	#N/A	Basidiomycota_sp_545
Basidiomycota_sp_546	#N/A	Basidiomycota_sp_546
Basidiomycota_sp_547	#N/A	Basidiomycota_sp_547
Basidiomycota_sp_548	#N/A	Basidiomycota_sp_548
Basidiomycota_sp_549	#N/A	Basidiomycota_sp_549
Basidiomycota_sp_550	#N/A	Basidiomycota_sp_550
Basidiomycota_sp_551	#N/A	Basidiomycota_sp_551
Basidiomycota_sp_552	#N/A	Basidiomycota_sp_552
Basidiomycota_sp_553	#N/A	Basidiomycota_sp_553
Basidiomycota_sp_554	#N/A	Basidiomycota_sp_554
Basidiomycota_sp_555	#N/A	Basidiomycota_sp_555
Basidiomycota_sp_556	#N/A	Basidiomycota_sp_556
Basidiomycota_sp_557	#N/A	Basidiomycota_sp_557
Basidiomycota_sp_558	#N/A	Basidiomycota_sp_558
Basidiomycota_sp_559	#N/A	Basidiomycota_sp_559
Basidiomycota_sp_560	#N/A	Basidiomycota_sp_560
Basidiomycota_sp_561	#N/A	Basidiomycota_sp_561
Basidiomycota_sp_563	#N/A	Basidiomycota_sp_563
Basidiomycota_sp_564	#N/A	Basidiomycota_sp_564
Basidiomycota_sp_565	#N/A	Basidiomycota_sp_565
Basidiomycota_sp_566	#N/A	Basidiomycota_sp_566
Basidiomycota_sp_567	#N/A	Basidiomycota_sp_567
Basidiomycota_sp_568	#N/A	Basidiomycota_sp_568
Basidiomycota_sp_569	#N/A	Basidiomycota_sp_569
Basidiomycota_sp_570	#N/A	Basidiomycota_sp_570
Basidiomycota_sp_571	#N/A	Basidiomycota_sp_571
Basidiomycota_sp_572	#N/A	Basidiomycota_sp_572
Basidiomycota_sp_573	#N/A	Basidiomycota_sp_573
Basidiomycota_sp_574	#N/A	Basidiomycota_sp_574
Basidiomycota_sp_575	#N/A	Basidiomycota_sp_575
Basidiomycota_sp_576	#N/A	Basidiomycota_sp_576
Basidiomycota_sp_577	#N/A	Basidiomycota_sp_577
Basidiomycota_sp_578	#N/A	Basidiomycota_sp_578
Basidiomycota_sp_579	#N/A	Basidiomycota_sp_579
Basidiomycota_sp_581	#N/A	Basidiomycota_sp_581
Basidiomycota_sp_582	#N/A	Basidiomycota_sp_582
Basidiomycota_sp_585	#N/A	Basidiomycota_sp_585
Basidiomycota_sp_586	#N/A	Basidiomycota_sp_586
Basidiomycota_sp_587	#N/A	Basidiomycota_sp_587
Basidiomycota_sp_588	#N/A	Basidiomycota_sp_588
Basidiomycota_sp_589	#N/A	Basidiomycota_sp_589
Basidiomycota_sp_590	#N/A	Basidiomycota_sp_590
Basidiomycota_sp_591	#N/A	Basidiomycota_sp_591
Basidiomycota_sp_592	#N/A	Basidiomycota_sp_592
Basidiomycota_sp_593	#N/A	Basidiomycota_sp_593
Basidiomycota_sp_594	#N/A	Basidiomycota_sp_594
Basidiomycota_sp_595	#N/A	Basidiomycota_sp_595
Basidiomycota_sp_596	#N/A	Basidiomycota_sp_596
Basidiomycota_sp_597	#N/A	Basidiomycota_sp_597
Basidiomycota_sp_598	#N/A	Basidiomycota_sp_598
Basidiomycota_sp_599	#N/A	Basidiomycota_sp_599
Basidiomycota_sp_600	#N/A	Basidiomycota_sp_600
Basidiomycota_sp_601	#N/A	Basidiomycota_sp_601
Basidiomycota_sp_602	#N/A	Basidiomycota_sp_602
Basidiomycota_sp_603	#N/A	Basidiomycota_sp_603
Basidiomycota_sp_604	#N/A	Basidiomycota_sp_604
Basidiomycota_sp_605	#N/A	Basidiomycota_sp_605
Basidiomycota_sp_606	#N/A	Basidiomycota_sp_606
Basidiomycota_sp_607	#N/A	Basidiomycota_sp_607
Basidiomycota_sp_608	#N/A	Basidiomycota_sp_608
Basidiomycota_sp_609	#N/A	Basidiomycota_sp_609
Basidiomycota_sp_611	#N/A	Basidiomycota_sp_611
Basidiomycota_sp_613	#N/A	Basidiomycota_sp_613
Basidiomycota_sp_614	#N/A	Basidiomycota_sp_614
Basidiomycota_sp_615	#N/A	Basidiomycota_sp_615
Basidiomycota_sp_616	#N/A	Basidiomycota_sp_616
Basidiomycota_sp_617	#N/A	Basidiomycota_sp_617
Basidiomycota_sp_618	#N/A	Basidiomycota_sp_618
Basidiomycota_sp_619	#N/A	Basidiomycota_sp_619
Basidiomycota_sp_620	#N/A	Basidiomycota_sp_620
Basidiomycota_sp_621	#N/A	Basidiomycota_sp_621
Basidiomycota_sp_623	#N/A	Basidiomycota_sp_623
Basidiomycota_sp_624	#N/A	Basidiomycota_sp_624
Basidiomycota_sp_625	#N/A	Basidiomycota_sp_625
Basidiomycota_sp_626	#N/A	Basidiomycota_sp_626
Basidiomycota_sp_627	#N/A	Basidiomycota_sp_627
Basidiomycota_sp_628	#N/A	Basidiomycota_sp_628
Basidiomycota_sp_629	#N/A	Basidiomycota_sp_629
Basidiomycota_sp_630	#N/A	Basidiomycota_sp_630
Basidiomycota_sp_631	#N/A	Basidiomycota_sp_631
Basidiomycota_sp_632	#N/A	Basidiomycota_sp_632
Basidiomycota_sp_633	#N/A	Basidiomycota_sp_633
Basidiomycota_sp_634	#N/A	Basidiomycota_sp_634
Basidiomycota_sp_635	#N/A	Basidiomycota_sp_635
Basidiomycota_sp_636	#N/A	Basidiomycota_sp_636
Basidiomycota_sp_637	#N/A	Basidiomycota_sp_637
Basidiomycota_sp_638	#N/A	Basidiomycota_sp_638
Basidiomycota_sp_639	#N/A	Basidiomycota_sp_639
Basidiomycota_sp_641	#N/A	Basidiomycota_sp_641
Basidiomycota_sp_642	#N/A	Basidiomycota_sp_642
Basidiomycota_sp_643	#N/A	Basidiomycota_sp_643
Basidiomycota_sp_644	#N/A	Basidiomycota_sp_644
Basidiomycota_sp_645	#N/A	Basidiomycota_sp_645
Basidiomycota_sp_646	#N/A	Basidiomycota_sp_646
Basidiomycota_sp_647	#N/A	Basidiomycota_sp_647
Basidiomycota_sp_648	#N/A	Basidiomycota_sp_648
Basidiomycota_sp_649	#N/A	Basidiomycota_sp_649
Basidiomycota_sp_650	#N/A	Basidiomycota_sp_650
Basidiomycota_sp_651	#N/A	Basidiomycota_sp_651
Basidiomycota_sp_652	#N/A	Basidiomycota_sp_652
Basidiomycota_sp_653	#N/A	Basidiomycota_sp_653
Basidiomycota_sp_654	#N/A	Basidiomycota_sp_654
Basidiomycota_sp_655	#N/A	Basidiomycota_sp_655
Basidiomycota_sp_657	#N/A	Basidiomycota_sp_657
Basidiomycota_sp_658	#N/A	Basidiomycota_sp_658
Basidiomycota_sp_659	#N/A	Basidiomycota_sp_659
Basidiomycota_sp_660	#N/A	Basidiomycota_sp_660
Basidiomycota_sp_661	#N/A	Basidiomycota_sp_661
Basidiomycota_sp_662	#N/A	Basidiomycota_sp_662
Basidiomycota_sp_663	#N/A	Basidiomycota_sp_663
Basidiomycota_sp_664	#N/A	Basidiomycota_sp_664
Basidiomycota_sp_665	#N/A	Basidiomycota_sp_665
Basidiomycota_sp_666	#N/A	Basidiomycota_sp_666
Basidiomycota_sp_667	#N/A	Basidiomycota_sp_667
Basidiomycota_sp_668	#N/A	Basidiomycota_sp_668
Basidiomycota_sp_669	#N/A	Basidiomycota_sp_669
Basidiomycota_sp_670	#N/A	Basidiomycota_sp_670
Basidiomycota_sp_671	#N/A	Basidiomycota_sp_671
Basidiomycota_sp_672	#N/A	Basidiomycota_sp_672
Basidiomycota_sp_673	#N/A	Basidiomycota_sp_673
Basidiomycota_sp_674	#N/A	Basidiomycota_sp_674
Basidiomycota_sp_675	#N/A	Basidiomycota_sp_675
Basidiomycota_sp_676	#N/A	Basidiomycota_sp_676
Basidiomycota_sp_677	#N/A	Basidiomycota_sp_677
Basidiomycota_sp_678	#N/A	Basidiomycota_sp_678
Basidiomycota_sp_679	#N/A	Basidiomycota_sp_679
Basidiomycota_sp_680	#N/A	Basidiomycota_sp_680
Basidiomycota_sp_682	#N/A	Basidiomycota_sp_682
Basidiomycota_sp_683	#N/A	Basidiomycota_sp_683
Basidiomycota_sp_684	#N/A	Basidiomycota_sp_684
